,Rating,title,date,stock
63759,G,"Vir And Alnylam Identify RNAi Therapeutic Development Candidate, VIR-2703 (ALN-COV), Targeting SARS-CoV-2 For Treatment Of Coronavirus COVID-19",2020-05-04 07:32:00-04:00,ALNY
63770,G,Blackstone And Alnylam Enter Into $2B Strategic Financing Collaboration To 'Accelerate the Advancement of RNAi Therapeutics',2020-04-13 07:35:00-04:00,ALNY
63772,G,"Blackstone Invests $2B in Alnylam Pharma, According to the Wall Street Journal",2020-04-13 06:51:00-04:00,ALNY
63787,G,Alnylam Pharma Reports ONPATTRO Approved In Brazil For Treatment Of Hereditary ATTR Amyloidosis With Polyneuropathy,2020-02-26 08:12:00-05:00,ALNY
63794,G,"Morgan Stanley Maintains Overweight on Alnylam Pharmaceuticals, Lowers Price Target to $148",2020-02-07 09:29:00-05:00,ALNY
63798,B,"Alnylam Pharmaceuticals Q4 EPS $(1.98) Beats $(2.23) Estimate, Sales $71.681M Miss $72M Estimate",2020-02-06 08:18:00-05:00,ALNY
63807,G,"Chardan Capital Maintains Buy on Alnylam Pharmaceuticals, Raises Price Target to $190",2019-12-19 07:48:00-05:00,ALNY
63809,G,"Cantor Fitzgerald Reiterates Overweight on Alnylam Pharmaceuticals, Raises Price Target to $176",2019-12-18 07:46:00-05:00,ALNY
63810,G,"Morgan Stanley Maintains Overweight on Alnylam Pharmaceuticals, Raises Price Target to $150",2019-12-17 08:57:00-05:00,ALNY
63811,G,Alnylam Announces ILLUMINATE-A Phase 3 Study Of Lumasiran Met Primary And All Tested Secondary Endpoints,2019-12-17 07:01:00-05:00,ALNY
63814,G,"The Daily Biotech Pulse: Roche's Tecentriq Snags FDA Nod For Lung Cancer, Rapt Out-Licenses Cancer Drug",2019-12-04 07:06:00-05:00,ALNY
63817,G,Alnylam Pharmaceuticals shares are trading higher. Not seeing any news to justify the price action.,2019-11-26 11:32:00-05:00,ALNY
63828,G,"BMO Capital Maintains Outperform on Alnylam Pharmaceuticals, Raises Price Target to $138",2019-11-21 10:30:00-05:00,ALNY
63829,G,"Morgan Stanley Maintains Overweight on Alnylam Pharmaceuticals, Raises Price Target to $141",2019-11-21 10:24:00-05:00,ALNY
63840,G,"Ironwood Pharmaceuticals Shares Up 2.78% For The Session; NOTE: Co. Previously Entered Gastrointestinal Disease Education And Promotional Agreement With Alnylam Pharmaceuticals For Givlaari, Which Today Received FDA Approval",2019-11-20 14:24:00-05:00,ALNY
63841,G,FDA PR Confirms Approval Of Alnylam's Givlaari For Treatment Of Adult Patients With Acute Hepatic Porphyria,2019-11-20 13:24:00-05:00,ALNY
63842,G,FDA Granted Approval To Alnylam's Givlaari For Treatment Of Adult Patients With Acute Hepatic Porphyria,2019-11-20 12:40:00-05:00,ALNY
63845,B,"Benzinga's Top Upgrades, Downgrades For November 20, 2019",2019-11-20 09:37:00-05:00,ALNY
63861,N,"UBS Maintains Neutral on Alnylam Pharmaceuticals, Raises Price Target to $96",2019-09-04 07:10:00-04:00,ALNY
63869,G,"Morgan Stanley Maintains Overweight on Alnylam Pharmaceuticals, Lowers Price Target to $124",2019-08-07 08:25:00-04:00,ALNY
63873,G,"Alnylam Phamra Reports FDA Granted Priority Review Of Givosiran New Drug Application For Treatment Of Acute Hepatic Porphyria; PDUFA Date Set For Feb. 4, 2020",2019-08-05 16:01:00-04:00,ALNY
63882,G,Alnylam Completes Enrollment for ILLUMINATE-A Phase 3 Study of Lumasiran in Patients with Primary Hyperoxaluria Type 1,2019-06-17 07:22:00-04:00,ALNY
63885,G,Alnylam Pharma Reports Dosing Of First Patient in Phase 1 Study of ALN-AGT,2019-05-31 07:00:00-04:00,ALNY
63886,G,5 Small-Cap Biotechs In Citi's Buy List With Big Upside Potential,2019-05-29 12:24:00-04:00,ALNY
63890,G,"Alnylam Pharmaceuticals Q1 EPS $(1.73) Beats $(2.07) Estimate, Sales $33.294M Beat $23.65M Estimate",2019-05-01 08:26:00-04:00,ALNY
63892,G,"Shares of several healthcare stocks are trading higher in a potential rebound from last week's selloff. In an upgrade of HCA Healthcare, Raymond James analysts noted the selloff was 'based on legislation that has almost no chance of passing'",2019-04-23 11:52:00-04:00,ALNY
63897,G,"Evercore ISI Group Initiates Coverage On Alnylam Pharmaceuticals with Outperform Rating, Announces $120 Price Target",2019-04-12 07:40:00-04:00,ALNY
63898,G,"SVB Leerink Maintains Market Perform on Alnylam Pharmaceuticals, Raises Price Target to $70",2019-04-09 11:26:00-04:00,ALNY
63899,G,"BMO Capital Maintains Outperform on Alnylam Pharmaceuticals, Raises Price Target to $119",2019-04-09 09:21:00-04:00,ALNY
63900,G,"Regeneron, Alnylam Strike $1B Collaboration For RNAi-based Therapeutics",2019-04-08 13:55:00-04:00,ALNY
63913,B,Alnylam Pharmaceuticals shares are trading lower after the company announced that four of its secondary endpoints did not meet the hierarchical threshold for significance in a Phase 3 study of givosiran; many patients also reported serious adverse events.,2019-03-06 09:24:00-05:00,ALNY
63916,G,Alnylam Reports Positive ENVISION Phase 3 Study Of Givosiran In Acute Hepatic Porphyria Met Primary And Majority Of Secondary Endpoints,2019-03-06 07:03:00-05:00,ALNY
63917,B,"Benzinga's Top Upgrades, Downgrades For March 5, 2019",2019-03-05 09:12:00-05:00,ALNY
63918,G,Morgan Stanley Upgrades Alnylam Pharmaceuticals to Overweight,2019-03-05 06:23:00-05:00,ALNY
63929,B,Alnylam Pharmaceuticals shares are trading lower after the company announced proposed public offering of 5 million shares of common stock.,2019-01-14 17:06:00-05:00,ALNY
63930,B,Alnylam Pharma Reports Offer Of 5M Shares Of Common Stock,2019-01-14 16:04:00-05:00,ALNY
63934,G,"Analogic Q3 EPS $1.08 Beats $0.97 Estimate, Sales $119.971M Beat $115.75M Estimate",2018-06-04 09:02:00-04:00,ALOG
63940,B,Analogic Shares Down 13.3% After Co. Tuesday Agreed To Be Acquired At A Significant Discount By Altaris Capital Partners,2018-04-11 11:04:00-04:00,ALOG
63950,G,Analogic To Be Acquired By Altaris Capital Affiliate For $84/Share,2018-04-10 16:10:00-04:00,ALOG
63954,G,Analogic Shares Up 8.9% After Hours Following Q2 Sales Beat,2018-03-05 17:24:00-05:00,ALOG
63963,G,Analogic Receives $4M Base Contract From TSA,2017-11-02 10:46:00-04:00,ALOG
63977,N,"Analogic Sees FY17 Sales Flat YoY, Adj. Operating Margins in 10-11.5% Range, Adj. EPS $3-$3.45 vs $3.75 Est.",2017-03-06 16:11:00-05:00,ALOG
63984,B,Benchmark Downgrades Analogic to Hold,2016-12-07 06:59:00-05:00,ALOG
63985,B,"Analogic Reports Q1 EPS $0.43 vs. Est. $0.80, Rev. $121.1M vs. Est. $121M; Says Profitability Affected By Segment Mix",2016-12-06 16:17:00-05:00,ALOG
63987,B,"Analogic CEO James Green To Resign, Names Dr. Fred B. Parks CEO",2016-10-24 09:01:00-04:00,ALOG
63988,N,"Analogic Announces FY17 Guidance, Expects Revenue To Grow Mid-Single Digits, non-GAAP EPS Growth Of 10-14%",2016-09-21 16:35:00-04:00,ALOG
63989,B,"Analogic Reports Q4 EPS $1.02 vs. Est. $1.17, Rev. $138.1M vs. Est. $139M",2016-09-21 16:34:00-04:00,ALOG
63998,G,"Brean Capital Maintains Buy on Analogic, Lowers PT to $90.00",2016-03-03 05:30:00-05:00,ALOG
64007,B,Analogic Shares Halted News Pending,2015-11-18 17:20:00-05:00,ALOG
64014,G,"Analogic Sees 'Strong' Sales Growth for Q4, Double-Digit Growth in Ultrasound, Security, Sees FY Sales Growth in 3-4% Range",2015-06-04 16:20:00-04:00,ALOG
64028,G,Analogic Corporation Beats Q1 EPS Estimates,2014-12-09 17:57:00-05:00,ALOG
64047,B,Nasdaq Says it Will Cancel Some Trades in Analogic and Multi-Color,2014-06-30 11:19:00-04:00,ALOG
64049,G,Analogic Announces #30M Buyback,2014-06-05 16:17:00-04:00,ALOG
64050,B,Analogic Expecting FY14 Sales Down Mid-Single Digits YoY,2014-06-05 16:16:00-04:00,ALOG
64051,B,Analogic Corporation Reports Q3 EPS of $0.94 vs $1.03 Est,2014-06-05 16:15:00-04:00,ALOG
64055,B,Stocks Hitting 52-Week Lows,2014-05-27 11:01:00-04:00,ALOG
64057,B,Analogic Shares Plummet On Surprising Preliminary Q3 Results,2014-05-27 10:23:00-04:00,ALOG
64075,B,UPDATE: Analogic Shares Fall 6% After-Hours on Earnings Miss,2014-03-06 17:07:00-05:00,ALOG
64078,G,"Brean Capital Initiates Coverage on Analogic Corporation at Buy, Announces $100.00 PT",2013-12-16 09:07:00-05:00,ALOG
64084,G,Analogic Acquires PocketSonics ,2013-09-20 22:34:00-04:00,ALOG
64102,G,"Benchmark Company Reiterates Buy Rating, $87 PT on Analogic Corporation on Ultrasonix Acquisition",2013-03-08 09:28:00-05:00,ALOG
64103,G,"Analogic Closes Buy of Ultrasonix, Sees Deal Neutral to FY13 EPS, Sees Deal Adding to FY14 Adj. EPS",2013-03-04 09:04:00-05:00,ALOG
64107,G,"Benchmark Company Reiterates Buy Rating, $87 PT on Analogic Corporation",2013-01-09 12:20:00-05:00,ALOG
64108,G,Analogic to Buy Ultrasonix Medical Corp.,2013-01-08 09:03:00-05:00,ALOG
64109,G,"Benchmark Company Reiterates Buy Rating, $87 PT on Analogic Corporation",2012-12-07 10:09:00-05:00,ALOG
64110,B,Analogic Corporation Reports Q1 EPS of $0.53 vs $0.67 Est; Revenue of $119.90M vs $128.73M Est,2012-12-06 16:15:00-05:00,ALOG
64121,G,Analogic Surges 12% After-Hours on Earnings Beat,2012-09-13 16:28:00-04:00,ALOG
64122,G,Analogic Reports Q4 EPS $0.96 vs $0.71 Est; Revenues $151M vs $140.80M Est,2012-09-13 16:15:00-04:00,ALOG
64129,B,"Needham Research Downgrades Analog Corporation from Buy to Hold, Lowers PT to $66",2012-06-07 07:03:00-04:00,ALOG
64133,G,"The Benchmark Company Maintains Analogic at Buy, Raises PT from $65 to $82",2012-03-29 06:42:00-04:00,ALOG
64146,G,Analogic Gets $100M Revolving Credit Line; Can Boost to $150M,2011-10-12 16:54:00-04:00,ALOG
64160,G,Analogic Reports Q3 EPS of $0.54 vs. $0.44 Estimate; Revenues $117.2M vs. $113.8M Estimate,2011-06-07 16:19:00-04:00,ALOG
64166,G,Benchmark Increases Analogic Price Target to $60,2011-03-11 07:21:00-05:00,ALOG
64167,G,Benchmark Raises PT On Analogic Corporation To $60,2011-03-11 06:48:00-05:00,ALOG
64169,G,BK Medical Awarded Three-Year Contract by Novation,2011-01-10 13:01:00-05:00,ALOG
64174,G,Analogic Corporation Announces Cash Dividend of $.10,2010-09-22 10:18:00-04:00,ALOG
64175,G,Analogic Rising After Earnings (ALOG),2010-09-21 17:36:00-04:00,ALOG
64194,B,"AstroNova Q3 EPS $0.06 Misses $0.17 Estimate, Sales $33.318M Miss $33.8M Estimate",2019-12-04 07:34:00-05:00,ALOT
64202,B,"AstroNova Q2 EPS $0.13 Misses $0.2 Estimate, Sales $33.47M Miss $36.19M Estimate",2019-08-28 07:32:00-04:00,ALOT
64209,G,"Astro-Med Q4 EPS $0.33 Up From $0.25 YoY, Sales $37.167M Beat $34.94M Estimate",2019-03-14 07:45:00-04:00,ALOT
64211,G,"Astro-Med Sees 2H'19 Outperforming 1H'19, 'with gains in both Product Identification and Test & Measurement'",2018-11-21 07:31:00-05:00,ALOT
64212,B,"Astro-Med Q3 EPS $0.20 Down From $0.21 YoY, Sales $34.196M Beat $32.38M Estimate",2018-11-21 07:30:00-05:00,ALOT
64231,G,"Astro-Med Q1 EPS $0.12 Up From $0.07 YoY, Sales $31.487M Up From $24.458M YoY",2018-06-05 07:34:00-04:00,ALOT
64247,G,"AstroNova Sees FY18 EPS $0.60-$0.65, Sales $100M-$105M",2017-08-23 07:32:00-04:00,ALOT
64251,G,AstroNova Wins Exclusive Contract With China Electronics Technology Avionics,2017-05-15 08:36:00-04:00,ALOT
64254,B,"AstroNova Reports Q4 EPS $0.10 vs. $0.11 YoY, Sales $25.7M vs. $23.8M YoY",2017-03-15 07:31:00-04:00,ALOT
64262,B,Astro-Med Q1 Profit Falls 16.7%,2016-05-17 08:05:00-04:00,ALOT
64268,G,"Singular Research Reiterates Buy on Astro-Med, Announces $23.00 PT",2015-09-21 10:53:00-04:00,ALOT
64278,G,Astro-Med Announces Repurchase Of 500K Shares,2014-12-08 17:21:00-05:00,ALOT
64298,G,Natus Acquires Grass Technologies Product Group from Astro-Med ,2013-02-01 07:02:00-05:00,ALOT
64302,G,Astro-Med Declares Special Cash Dividend of $0.07/Share,2012-12-18 15:54:00-05:00,ALOT
64314,G,Adynxx Completes Merger With Alliqua Biomedical,2019-05-06 06:04:00-04:00,ALQA
64319,G,"UPDATE: Alliqua CEO Highlights '3 Ways To Win With Alliqua Shares' Following Deal With Adynxx: $1.05/Share Cash Dividend, Adynxx Shares, TO Pharma Shares",2019-04-22 10:09:00-04:00,ALQA
64325,g,Alliqua Biomedical shares trading higher following declaration of $1.05/share special cash dividend related to deal with Adynxx,2019-04-11 16:52:00-04:00,ALQA
64326,g,Alliqua BioMedical Declares Contingent Special Dividend Of $1.05/Share Related To Merger With Adynxx,2019-04-11 16:49:00-04:00,ALQA
64328,b,Alliqua BioMedical CFO Joseph Warusz To Resign,2019-03-14 17:10:00-04:00,ALQA
64349,g,"Alliqua BioMedical shares are trading up 34.7% after merger partner, Adynxx, was granted $5.7 million by federal funding to complete a Phase 2 study.",2018-12-14 13:05:00-05:00,ALQA
66178,G,Alcatel-Lucent Posts Rise In Q4 Profit,2015-02-06 05:17:00-05:00,ALU
66182,G,Goldman Sachs Upgrades Alcatel-Lucent to Conviction List Buy,2015-01-22 05:40:00-05:00,ALU
66185,B,A&T To Cut 2015 Cap Ex 14%; Shares Of Suppliers Sink,2014-11-10 11:01:00-05:00,ALU
78588,G,DA Davidson Upgrades Arista Networks to Buy,2017-11-03 06:52:00-04:00,ANET
78590,G,Arista Networks Sees Q4 Sales $450M-$464M vs $447.14M Est.,2017-11-02 16:14:00-04:00,ANET
78591,G,"Arista Networks Reports Q3 Adj. EPS $1.62 vs $1.19 Est., Sales $437.6M vs $418.5M Est.",2017-11-02 16:14:00-04:00,ANET
78592,B,"Juniper Networks Shares Down 6.2% Following Reduced Q3 Guidance; MKM Believes Challenges Are Co. Specific, Cisco, Arista, F5, Infinera, Adtran, Ciena Won't See Similar Issues",2017-10-12 09:08:00-04:00,ANET
78595,B,BMO Capital Downgrades Arista Networks to Market Perform,2017-09-28 07:11:00-04:00,ANET
78598,G,Morgan Stanley Upgrades Arista Networks to Overweight,2017-09-20 06:08:00-04:00,ANET
78601,G,"Oppenheimer Tech, Internet & Communications Conference Begins Today, Presenters Include: AT&T, 8x8, American Tower, MiX Telematics, MACOM Technology Solutions, Cirrus Logic, Ring Central, and Arista Networks",2017-08-08 08:27:00-04:00,ANET
78609,G,William Blair Upgrades Arista Networks to Outperform,2017-08-04 08:08:00-04:00,ANET
78610,G,JP Morgan Upgrades Arista Networks to Overweight,2017-08-04 08:04:00-04:00,ANET
78612,G,Arista Networks Sees Q3 Sales $405-$420M vs $377M Est.,2017-08-03 16:23:00-04:00,ANET
78613,G,"Arista Networks Reports Q2 EPS $1.34 vs 0.95 Est., Sales $405.21M vs $360.4M Est.",2017-08-03 16:23:00-04:00,ANET
78629,G,"Bank of America Global Tech Conference Begins Today, Presenters Include: Palo Alto, Skyworks, Arista Networks, Zendesk, Box, Splunk, Zendesk, MACOM Technology, and 8x8",2017-06-06 08:50:00-04:00,ANET
78630,G,"Stifel Tech, Internet & Media Conference Begins Today, Presenters Include Zendesk, MACOM Technology, FireEye, Arista Networks, Seagate Technology, And Nutanix",2017-06-05 08:24:00-04:00,ANET
128398,G,Market Wrap for May 19: Markets Finish Higher On M&A Monday,2014-05-19 16:31:00-04:00,AZN
128400,G,Mid-Afternoon Market Update: Markets Drift Higher Amid A Flurry Of Weekend M&A Activity,2014-05-19 15:33:00-04:00,AZN
128403,G,"AT&T, DirecTV, Pfizer And AstraZeneca Dominate M&A Headlines Over The Weekend",2014-05-19 13:54:00-04:00,AZN
128404,G,Mid-Day Market Update: Campbell Soup Slides After Weak Forecast; InterMune Shares Spike Higher,2014-05-19 12:33:00-04:00,AZN
128407,B,UPDATE: AsraZeneca's Johansson Sees No Prospect of Pfizer Deal Before May 26 Deadline or Extension of Deadline,2014-05-19 09:13:00-04:00,AZN
128412,B,UPDATE: AstraZeneca Shares Fall 11% Premarket on Rejection of Final Pfizer Offer,2014-05-19 06:11:00-04:00,AZN
128413,B,Jupiter Fund Manager Alastair Gunn Disappointed With Astrazeneca Rejection of Pfizer Proposal -Reuters,2014-05-19 06:00:00-04:00,AZN
128423,B,"Shares of AstraZeneca Down ~1% Over Last 45 Mins, Spiked Down to $79.65 Right as Pfizer Shares Were Halted",2014-05-16 12:09:00-04:00,AZN
128425,G,Ardelyx Recives $25M Milestone from AstraZeneca For Tenapanor,2014-05-15 08:05:00-04:00,AZN
128428,G,UPDATE: Ligand Signs Research and Licensing Agreement with Omthera Pharmaceuticals for Dyslipidemia-related Diseases,2014-05-14 08:35:00-04:00,AZN
128432,G,Market Wrap For May 13: Markets Close Again At Record Highs,2014-05-13 16:36:00-04:00,AZN
128436,G,Market Wrap For May 12: Dow And S&P Close At Record Highs,2014-05-12 16:37:00-04:00,AZN
128437,G,Astrazeneca's Mavrilimumab and Sifalimumab Met Primary Endpoints,2014-05-12 11:09:00-04:00,AZN
128439,G, Pfizer Submits Statement Supporting AstraZeneca Buy to UK Govt Committ,2014-05-12 05:35:00-04:00,AZN
128441,G,"Amgen, AstraZeneca Offer Positive Results from Phase 3 Study of Brodalumab, Study Met Primary, Secondary Endpoints",2014-05-09 16:02:00-04:00,AZN
128447,B,Pfizer Holders Could Face Tax Hit in AstraZeneca Deal -DJ,2014-05-08 15:12:00-04:00,AZN
128449,G,Astrazeneca Initiates Phase Iii Study for Medi4736,2014-05-08 07:36:00-04:00,AZN
128454,G,"British Parliament Science Committee Requests Meeting with Pfizer, Astrazeneca Management to Discuss Potential Takeover",2014-05-06 07:02:00-04:00,AZN
128455,G,AstraZeneca Announces FDA Approval of EPANOVA for Treatment of Adults with Severe Hypertriglyceridemia ,2014-05-06 05:29:00-04:00,AZN
128456,B,Danske Downgrades Astrazeneca PLC to Sell,2014-05-05 07:44:00-04:00,AZN
128458,B,Market Wrap For May 2: Markets Slip On Ukraine Tensions Despite Positive Jobs Data,2014-05-02 16:58:00-04:00,AZN
128460,G,Moody's Says Pfizer's New Proposal for Astrazeneca is Credit-Positive,2014-05-02 10:26:00-04:00,AZN
128466,G,UPDATE: Pfizer Sends Letter to UK PM Cameron Regarding Commitments If Proposed Combination with AstraZeneca is Completed,2014-05-02 05:40:00-04:00,AZN
128467,G,"UPDATE: Pfizer Confirms Delivery of Increased Proposal to AstraZeneca, Offer Represents Value of £50.00 ($84.47)/Share",2014-05-02 05:38:00-04:00,AZN
128477,G,"Fitch Says Pfizer, AstraZeneca Combination Would Achieve Strategic Aims",2014-04-29 09:07:00-04:00,AZN
128478,G,Panmure Upgrades Astrazeneca PLC to Buy,2014-04-29 08:56:00-04:00,AZN
128479,G,Kepler Cheuvreux Upgrades Astrazeneca PLC to Hold,2014-04-29 08:56:00-04:00,AZN
128481,G,Market Wrap For April 28: Apple Hits New 52-Week Highs In a Volatile Start To the Trading Week,2014-04-28 16:34:00-04:00,AZN
128483,B,Mid-Day Market Update: NASDAQ Drops 0.8%; Susser Shares Surge On Acquisition News,2014-04-28 12:19:00-04:00,AZN
128486,G,Pfizer Courts AstraZeneca (Again) With $100 Billion Offer,2014-04-28 10:39:00-04:00,AZN
128487,G,Mid-Morning Market Update: Markets Open Higher; Forest Labs To Acquire Furiex For $1.1B In Cash,2014-04-28 10:22:00-04:00,AZN
128488,G,Stocks Hitting 52-Week Highs,2014-04-28 10:16:00-04:00,AZN
128490,G,From Pfizer Call to Discuss AstraZeneca Potential Deal: CEO Ian Read Says Co. is Reconsidering Options Related to AstraZeneca,2014-04-28 08:36:00-04:00,AZN
128492,G,Societe Generale Upgrades Astrazeneca PLC to Hold,2014-04-28 07:52:00-04:00,AZN
128493,G,UPDATE: AstraZeneca Shares Rise 16% Premarket Following Rejection of Pfizer's $76.62/Share Bid,2014-04-28 07:09:00-04:00,AZN
128494,B,"UPDATE: Pfizer CEO Says Can't Make Firm Commitments on UK Investment, Jobs",2014-04-28 06:51:00-04:00,AZN
128495,G,UPDATE: Pfizer CEO Says Will Continue to Invest In US,2014-04-28 06:49:00-04:00,AZN
128496,B,"UPDATE: AstraZeneca Board Says Not Appropriate to Engage in Discussions with Pfizer, Says Pfizer Proposal Undervalues AstraZeneca",2014-04-28 06:32:00-04:00,AZN
128497,G,UPDATE: Pfizer Confirms $76.62/Share Offer for AstraZeneca,2014-04-28 06:27:00-04:00,AZN
128498,G,Pfizer Confirms Prior Discussions with AstraZeneca Regarding a Possible Merger,2014-04-28 06:15:00-04:00,AZN
128501,G,"Drug ETFs Surge On M&A Activity (AGN, VRX, IHE, XPH, PPH, AZN)",2014-04-22 13:24:00-04:00,AZN
128502,B,Astrazeneca Down 3% Despite Citigroup Upgrade,2014-04-22 13:16:00-04:00,AZN
128503,G,Citigroup Upgrades Astrazeneca PLC to Buy,2014-04-22 08:24:00-04:00,AZN
128505,G,"Market Wrap For April 21: S&P 500 Extends Winning Streak To Five Days, Dow & Nasdaq Also Positive",2014-04-21 16:37:00-04:00,AZN
128506,G,Mid-Day Market Update: AMD Surges After Upbeat Results; Acacia Research Shares Decline,2014-04-21 12:42:00-04:00,AZN
128508,G,Mid-Morning Market Update: Markets Rise; Halliburton Posts Q1 Profit,2014-04-21 10:27:00-04:00,AZN
128512,G,UPDATE: AstraZeneca  Shares Rise 8% Premarket on Report of Potential Acquisition by Pfizer,2014-04-21 07:47:00-04:00,AZN
128515,G,Top 4 NYSE Stocks In The Drug Manufacturers-Major Industry With The Highest Dividend Yield,2014-04-08 04:50:00-04:00,AZN
128516,G,Panmure Upgrades Astrazeneca PLC to Hold,2014-04-01 07:42:00-04:00,AZN
128519,G,Market Wrap For March 7: Markets Cap Off Positive Week With Small Gains,2014-03-07 16:31:00-05:00,AZN
128521,B,Bank of America Downgrades Astrazeneca PLC to Underperform,2014-03-03 07:28:00-05:00,AZN
128522,G,AstraZeneca Announces FDA Approves Bydureon Pen for Once-Weekly Treatment of Adults with Type 2 Diabetes,2014-03-03 05:42:00-05:00,AZN
128524,G,UPDATE: AstraZeneca Announces  FDA Approves Orphan Drug Myalept ,2014-02-25 14:10:00-05:00,AZN
128526,G,EMA Isuses New Compassionate-Use Programme,2014-02-21 08:09:00-05:00,AZN
128527,G,FDA Site Shows AstraZeneca Receives FDA Orphan Drug Designation for Crestor,2014-02-14 14:05:00-05:00,AZN
128528,G,AstraZeneca Announces 2nd Interim Dividend of $1.90/Share,2014-02-06 06:31:00-05:00,AZN
128531,G,Market Wrap For January 22: Earnings Season Continues To Come In Mixed,2014-01-22 16:58:00-05:00,AZN
128532,G,Danske Bank Upgrades Astrazeneca PLC to Buy,2014-01-15 07:26:00-05:00,AZN
128534,G,Morgan Stanley Upgrades Astrazeneca PLC to Equalweight,2014-01-14 11:38:00-05:00,AZN
128535,G,Stocks Hitting 52-Week Highs,2014-01-14 10:39:00-05:00,AZN
128536,G,Jefferies Upgrades Astrazeneca PLC to Hold,2014-01-09 08:21:00-05:00,AZN
128539,B,Benzinga's Top Downgrades,2013-12-20 08:41:00-05:00,AZN
128540,B,Bryan Garnier & Cie Downgrades Astrazeneca PLC to Neutral,2013-12-20 07:49:00-05:00,AZN
128545,G,"Genpact, AstraZeneca Extend Finance and Accounting Services Agreement ",2013-12-12 08:48:00-05:00,AZN
128546,G,"Bloomberg First Word Reporting Bristol Myers, AstraZeneca Have Won FDA Panel Support for Metreleptin in Lipodystrophy",2013-12-11 16:21:00-05:00,AZN
128548,G,UPDATE: AstraZeneca Says Awarded Damages Will Have No Effect on 2013 Earnings,2013-12-03 15:10:00-05:00,AZN
128549,G,AstraZeneca Announces Awarded $76M in Damages Related to Prilosec Patent Litigation,2013-12-03 15:09:00-05:00,AZN
128551,G,Horizon to Acquire US Rights for VIMOVO from Pozen,2013-11-19 06:18:00-05:00,AZN
128552,G,Benzinga's Top Upgrades,2013-11-15 08:37:00-05:00,AZN
128553,G,Liberum Upgrades Astrazeneca PLC to Buy,2013-11-15 07:21:00-05:00,AZN
128554,B,Panmure Downgrades Astrazeneca PLC to Sell,2013-11-13 07:29:00-05:00,AZN
128555,B,UBS Downgrades Astrazeneca PLC to Neutral,2013-11-04 07:22:00-05:00,AZN
128556,G,UPDATE: Bank of America Upgrades AstraZeneca plc on Slightly Better Outlook,2013-10-28 09:02:00-04:00,AZN
128557,G,Benzinga's Top Upgrades,2013-10-28 08:29:00-04:00,AZN
128558,G,Bank of America Upgrades Astrazeneca PLC to Neutral,2013-10-28 06:32:00-04:00,AZN
128560,G,FDA Says AstraZeneca's Drug for Systemic Sclerosis Wins Orphan Drug Designation,2013-10-25 12:05:00-04:00,AZN
128561,G,Acacia Subsidiary Enters into Settlement Agreement with AstraZeneca,2013-10-21 06:07:00-04:00,AZN
128562,G,AstraZeneca Shares Unch Following FDA's Orphan Drug Designation for Olaparib in Ovarian Cancer,2013-10-16 15:12:00-04:00,AZN
128563,G,"AstraZeneca Reports New Safety Data for Naloxegol, Says Most Naloxegol-Emergent AES Early in Treatment",2013-10-14 10:27:00-04:00,AZN
128564,B,Jefferies Downgrades Astrazeneca PLC to Underperform,2013-10-11 07:38:00-04:00,AZN
128566,G,"Amgen, AstraZeneca Highlight Brodalumab Data to be Presented at EADV",2013-10-03 06:06:00-04:00,AZN
128568,G,"AstraZeneca, Bristol-Myers Squibb Announce Positive Phase III Dapagliflozin Data",2013-09-24 06:01:00-04:00,AZN
128569,G,US Stock Futures Edge Higher; All Eyes On Fed,2013-09-18 07:16:00-04:00,AZN
128570,G,FDA Accepts NDA for AstraZeneca's Epanova,2013-09-18 06:24:00-04:00,AZN
128572,G,Nordea Upgrades Astrazeneca PLC to Buy,2013-09-16 07:49:00-04:00,AZN
128573,G,AstraZeneca Shares Spike Higher,2013-09-11 14:00:00-04:00,AZN
128574,B,US Stock Futures Flat; Apple Shares Drop In Pre-Market Trading,2013-09-11 07:07:00-04:00,AZN
128575,G,"Merck, AstraZeneca Announce License Agreement for MK-1775",2013-09-11 05:39:00-04:00,AZN
128576,G,"Myriad Genetics, AstraZeneca Expand Collaboration on Olaparib Phase 3 Clinical Trials",2013-09-04 06:05:00-04:00,AZN
128579,G,Amgen and Onyx Finally Ink Deal Two Months In The Making,2013-08-26 07:27:00-04:00,AZN
128581,B,Morgan Stanley Downgrades Astrazeneca PLC to Underweight,2013-08-15 08:35:00-04:00,AZN
128584,G,Swedbank Upgrades Astrazeneca PLC to Reduce,2013-08-02 07:41:00-04:00,AZN
128585,G,Swedbank Upgrades Astrazeneca PLC to Reduce,2013-08-02 06:28:00-04:00,AZN
128594,G,"EMA Gives Positive Recommendations For AstraZeneca's Nexium Control, Extension of Onglyza",2013-06-28 07:56:00-04:00,AZN
128596,G,"AstraZeneca, Bristol-Myers Squibb, Announce Results from Phase IIa Study Assessing Safety and Tolerability of Dapagliflozin",2013-06-22 11:10:00-04:00,AZN
128600,G,AstraZeneca to Buy Pearl Therapeutics to Gain Lung Medicine,2013-06-10 14:53:00-04:00,AZN
128601,G,"AstraZeneca to Acquire Pearl Therapeutics to Gain Foothold into Lucrative Market (AZN, GSK, NVS)",2013-06-10 09:18:00-04:00,AZN
128603,G,AstraZeneca to Acquire Pearl Therapeutics for Up to $1.15B,2013-06-10 06:39:00-04:00,AZN
128604,G,US Stock Futures Signal Higher Start On Wall Street,2013-06-10 06:18:00-04:00,AZN
